,node1,n1_isTP1_dnb,n1_isTP2_dnb,node2,n2_isTP1_dnb,n2_isTP2_dnb,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12
NOC3L_NOL6,NOC3L,1,,NOL6,1,,1,1,1,,,,,,,,,
POLR1A_WDR36,POLR1A,1,,WDR36,1,,1,,,,,,,,,,,
RCAN1_TLE1,RCAN1,,,TLE1,,,1,,,,,1,,,,,,1
DDX56_DHX37,DDX56,1,1,DHX37,1,,1,,,,1,,,,,,1,
CLSPN_TIMELESS,CLSPN,1,,TIMELESS,,,1,1,,,,1,,,,,,
PRPS2_PRPSAP2,PRPS2,,1,PRPSAP2,,,1,1,1,,,,,,,,,
ALDH1B1_HIBADH,ALDH1B1,1,,HIBADH,,,1,1,,,,,,,,,,
GLUL_PPAT,GLUL,,,PPAT,1,,1,1,,,,,,,,,,
ASB6_KLHL25,ASB6,1,,KLHL25,1,,1,1,1,,,1,,,,,,
ACLY_CAD,ACLY,1,,CAD,1,,1,1,1,,,,,,,,,1
DDX51_NOC4L,DDX51,,,NOC4L,1,1,1,,1,1,,,,1,,,,1
BDP1_POLR2E,BDP1,1,,POLR2E,,1,1,,,,,1,1,,,,,
SRC_SYK,SRC,1,1,SYK,1,,1,,,1,,,,,,,,
BCS1L_HSPD1,BCS1L,,,HSPD1,1,,1,1,,,,,,,,,,
DDX20_NCOR2,DDX20,,,NCOR2,1,,1,1,,,,,,,,,,
AMPH_PIK3C2A,AMPH,1,1,PIK3C2A,,,1,,,,,,,1,,1,,1
HNRNPUL1_SRSF2,HNRNPUL1,1,,SRSF2,1,1,1,,,,,,,,,,,1
SRSF2_SRSF3,SRSF2,1,1,SRSF3,1,,1,,1,,,,,1,,,,
PELI3_UBE2N,PELI3,,,UBE2N,1,1,1,1,,,,,,,,,,
EIF1AX_RPL10A,EIF1AX,,,RPL10A,1,1,1,,,,,,,,1,,,
EIF5B_RPS16,EIF5B,,,RPS16,1,1,1,,1,,,1,,,,,,
IRF5_OASL,IRF5,1,,OASL,,1,1,,,,,,,1,1,1,1,1
HNRNPL_SF1,HNRNPL,1,,SF1,,,1,,,,,,,,,,1,
ATR_CDC25A,ATR,,,CDC25A,1,,1,,,,,1,,,,,,
DARS_RARS,DARS,1,,RARS,1,,1,1,1,,,,,,,1,,
POLR1D_TWISTNB,POLR1D,1,1,TWISTNB,1,,1,1,,,,,,,,,,
STX16_STX6,STX16,,,STX6,,,1,1,,,,,,,,,,
CDC25C_YWHAG,CDC25C,1,,YWHAG,1,,1,1,,,1,,,,,,1,
CENPQ_CENPX,CENPQ,1,,CENPX,1,,1,,,,,,,,,,1,
HNRNPF_HNRNPK,HNRNPF,1,,HNRNPK,1,,1,1,,,,,,,,,,
MAPK14_NOD2,MAPK14,,,NOD2,,,1,,,,,,,,,,,
CLCF1_IL6ST,CLCF1,,,IL6ST,,,1,1,,,,,,,,,,
AAAS_SRSF3,AAAS,,,SRSF3,1,,1,,,1,,1,,,,,,1
CDCA8_KIF20A,CDCA8,,,KIF20A,1,,1,1,,,,,,,,,,
EFTUD2_HNRNPF,EFTUD2,1,,HNRNPF,1,,1,1,,,1,,,,,,,
ESF1_PUM3,ESF1,1,,PUM3,1,1,1,1,,,,,,1,,1,,
WNT5B_WNT9A,WNT5B,,,WNT9A,1,,1,1,,,1,,,,,,,
IFNGR2_SOCS1,IFNGR2,,,SOCS1,1,1,1,1,1,,,,,,,,,
KIF2A_STAG1,KIF2A,1,,STAG1,1,,1,1,,,,,,,,,1,
ERCC6L_PLK1,ERCC6L,1,,PLK1,1,1,1,1,,,,,,,,,,
HSPG2_LAMC2,HSPG2,1,,LAMC2,,,1,1,,,,,,,,,,
PELP1_RPS9,PELP1,1,1,RPS9,1,1,1,1,1,,,,,,,,,1
RAB8A_SCLT1,RAB8A,,,SCLT1,1,1,1,,,,,,,,,,,
MRPL3_MRPS18B,MRPL3,1,,MRPS18B,1,1,1,,,,,,,,,,,
NOL6_RRP7A,NOL6,1,,RRP7A,1,1,1,1,1,,,,,,,1,,1
CDK1_HAUS6,CDK1,1,,HAUS6,1,,1,,,,,,,,1,1,,
PLXND1_SEMA4A,PLXND1,,,SEMA4A,,,1,,,,,,,,,1,,
RPSA_RSRC1,RPSA,1,1,RSRC1,1,,1,1,,,,1,,,,,,
AMPH_RAB5C,AMPH,1,1,RAB5C,1,,1,,,,1,,,1,1,1,,
CENPF_CENPQ,CENPF,1,,CENPQ,1,,1,1,,,,,,,,,,
CSNK1D_MARK4,CSNK1D,1,,MARK4,,,1,,,,,,,,,,,1
CDC6_POLE4,CDC6,1,,POLE4,1,,1,,,,,,,,,,,
RPL9_RPS12,RPL9,,1,RPS12,,1,1,,,,,,,,,,,
DMD_TPM1,DMD,1,,TPM1,,,1,1,,,1,1,,,,,,1
MRPL3_MRPS27,MRPL3,1,,MRPS27,1,,1,1,,,1,,,,,,,
ADH5_ALDH1A3,ADH5,,,ALDH1A3,1,,1,1,1,,,,,,,,,
PPP1CC_PPP1R1B,PPP1CC,1,1,PPP1R1B,,,1,1,,1,,,,1,,,,1
RNF19B_UBE2E1,RNF19B,1,1,UBE2E1,1,,1,,,1,1,,,,,,,
HNRNPF_SF3A2,HNRNPF,1,,SF3A2,1,1,1,,,,,,,,,,,1
CBLB_SH3RF1,CBLB,1,,SH3RF1,,,1,,,,1,1,,,,,,
GRPEL2_HSPA1B,GRPEL2,1,1,HSPA1B,1,,1,1,1,1,1,,1,,1,1,,
CSTF2_SMNDC1,CSTF2,1,1,SMNDC1,,,1,,,,,,,1,1,,,1
MRPL32_MRPL35,MRPL32,1,,MRPL35,,1,1,,,,,,,,,,,
CDC25A_TOP2A,CDC25A,1,,TOP2A,1,,1,1,,,,1,,,,,,
NT5C3A_UMPS,NT5C3A,,,UMPS,1,,1,1,1,1,,,,,,1,,
NUDT21_PHF5A,NUDT21,1,1,PHF5A,1,,1,,,,,1,,,,,,1
C1GALT1_GALNT2,C1GALT1,,,GALNT2,,,1,,,,1,1,,1,,,1,
ANXA1_SAA1,ANXA1,1,,SAA1,1,,1,1,1,,1,,,,,,,
KIF20A_KIF23,KIF20A,1,,KIF23,,,1,1,,,,,,,,,,
CD59_SPTBN1,CD59,,,SPTBN1,1,,1,1,1,,,,,,,,,
CD74_HLA-DPB1,CD74,,,HLA-DPB1,1,1,1,1,,,1,1,1,1,1,1,1,1
PLXNA1_SEMA3A,PLXNA1,,,SEMA3A,1,,1,,,,1,,,,,,,
GBP2_HLA-DPB1,GBP2,,,HLA-DPB1,1,1,1,,,1,,,,1,,,,
ANKRD28_PPP6R1,ANKRD28,,,PPP6R1,,,1,1,,,,,,1,,,,1
KLHL5_RNF213,KLHL5,1,1,RNF213,1,,1,1,,,1,1,,,,,,
CENPN_HIST2H2AC,CENPN,,,HIST2H2AC,1,,1,1,,,,,,,,,,
HNRNPA2B1_SRSF3,HNRNPA2B1,,1,SRSF3,1,,1,,,1,,1,,1,1,,1,
OCRL_PIP4K2C,OCRL,,,PIP4K2C,,,1,,,,,,,,,,1,
ERCC6L_PMF1-BGLAP,ERCC6L,1,,PMF1-BGLAP,1,,1,,1,,,1,,,,,1,
NRAS_PHB,NRAS,1,1,PHB,,,1,,,,,,,,,1,,
MRPL32_RPL12,MRPL32,1,,RPL12,1,1,1,,,,,,,,,,,
AP3B1_AP3M1,AP3B1,1,,AP3M1,,,1,,1,,1,,,,,,,1
CXCL8_PTGS2,CXCL8,,,PTGS2,,1,1,1,,,,1,,1,1,,,
ARF6_RAC1,ARF6,1,,RAC1,1,1,1,,,,,,,,,,,
ARPC1A_TGOLN2,ARPC1A,1,1,TGOLN2,,,1,1,1,,,1,,1,,1,1,1
CCNA1_MYBL2,CCNA1,1,,MYBL2,1,,1,,1,,,,,,,,,
HSPA5_NUP107,HSPA5,1,,NUP107,1,,1,,,,,,,,,,,1
RPTOR_SREBF1,RPTOR,1,,SREBF1,,,1,1,,,,,,,,,,
KIF20A_KLC2,KIF20A,1,,KLC2,1,,1,1,,,,,,,,,,
HAUS6_HMMR,HAUS6,1,,HMMR,1,,1,1,,,,,,,,,,
GP1BB_RAF1,GP1BB,,1,RAF1,,,1,,,,,,,1,,,,1
CBLB_UBE2Z,CBLB,1,,UBE2Z,,,1,,,,1,1,,,,,,
UGDH_UGP2,UGDH,,,UGP2,,,1,,,,,,,,,,,
EIF1AX_RPL39,EIF1AX,,,RPL39,,1,1,,,,,,,,,,,
SF3B4_SNRPB2,SF3B4,1,,SNRPB2,,1,1,,,,,,,1,,,,1
EFTUD2_NUDT21,EFTUD2,1,,NUDT21,1,1,1,1,1,,,,,1,,,,1
MYBBP1A_NAT10,MYBBP1A,1,,NAT10,1,,1,1,,,,,,,,,,
C1GALT1_GALNT18,C1GALT1,,,GALNT18,,,1,1,1,,1,1,,,,,1,
NIFK_RPF1,NIFK,1,,RPF1,1,,1,,,,,,1,,,,1,1
SFN_TBC1D1,SFN,1,1,TBC1D1,1,,1,,,,1,,,1,,,,
ARCN1_KIF4A,ARCN1,1,,KIF4A,1,,1,1,,,,1,,,,1,1,1
GADD45GIP1_MRPL32,GADD45GIP1,1,1,MRPL32,1,,1,1,1,,,,,,,,,1
EPRS_SYNCRIP,EPRS,,,SYNCRIP,,,1,1,,,,,1,,,,,
MSH2_NHEJ1,MSH2,,,NHEJ1,1,,1,,,1,,,,,,,1,1
ELOA_TCEA1,ELOA,1,,TCEA1,,,1,1,1,,,1,1,,,1,1,1
EME1_ERCC1,EME1,1,,ERCC1,1,,1,1,,,1,1,,1,,1,,
CRK_PRKCQ,CRK,1,1,PRKCQ,1,,1,1,,,,,,,,,,
CAB39_STK11,CAB39,,,STK11,,1,1,,,1,1,,,1,,,,
GNAO1_SRC,GNAO1,1,,SRC,1,1,1,1,1,,,,,,,,,
NCBP1_RBFOX2,NCBP1,1,,RBFOX2,,,1,1,1,,1,1,,,,,,
ARHGEF3_RHOC,ARHGEF3,,,RHOC,1,,1,1,,1,,,,1,,1,1,1
NME7_PKM,NME7,1,,PKM,,,1,,,,,,,,,,,
KIF20A_KIF26B,KIF20A,1,,KIF26B,,,1,1,,,,,,,,,,1
HNRNPA1_SF3A2,HNRNPA1,1,1,SF3A2,1,1,1,,,,,,,,,,,
NT5C3A_PNP,NT5C3A,,,PNP,1,,1,1,1,,1,1,,,,1,,
DOCK1_RAC2,DOCK1,1,,RAC2,,1,1,1,1,,,,,,,,,
EXOSC2_RRP9,EXOSC2,1,,RRP9,1,1,1,1,,,,,,,,,,
SMURF2_TGFBR1,SMURF2,1,1,TGFBR1,1,,1,1,,,,,,,,,,
GNG2_NPFFR1,GNG2,1,1,NPFFR1,,,1,,,,,,,,,,1,1
RNF144B_TRAIP,RNF144B,1,,TRAIP,1,,1,1,,1,,1,,,,,,
MELK_TOP2A,MELK,1,,TOP2A,1,,1,1,1,,,,,,,,,1
BTC_SRC,BTC,,,SRC,1,1,1,,,1,,,,,1,,,1
LYAR_MAK16,LYAR,1,,MAK16,1,,1,,1,,,,,,,,,
H3F3B_MCM2,H3F3B,,,MCM2,1,,1,1,1,,,,,,,,,
NBN_PAXIP1,NBN,1,,PAXIP1,,,1,,,,,,,,,,,
NEDD4L_RNF19B,NEDD4L,1,1,RNF19B,1,1,1,,,,1,,,1,,,1,1
CDC6_ORC2,CDC6,1,,ORC2,,,1,,,,,,,,,,,
NBN_RAD51,NBN,1,,RAD51,,1,1,,,,,,,,,,,
GNAO1_LPAR1,GNAO1,1,,LPAR1,,,1,1,1,1,1,1,,,,,,
FOSL2_JUN,FOSL2,,,JUN,,,1,1,1,,1,,,1,,,,
CBLB_EGFR,CBLB,1,,EGFR,1,,1,,,,,,,,,,,
CBL_WASL,CBL,1,,WASL,,1,1,1,1,1,,,,,1,,,1
AURKB_CENPF,AURKB,1,,CENPF,1,,1,1,,,,,,,,,,
GART_PPAT,GART,1,,PPAT,1,,1,1,,,,,,,,,,
NOP9_RRP12,NOP9,1,,RRP12,1,,1,1,,,,,,,,,,
IRF5_SMARCB1,IRF5,1,,SMARCB1,,,1,,,,,,,,,1,,
HNRNPF_HNRNPUL1,HNRNPF,1,,HNRNPUL1,1,,1,1,,,1,1,,1,,,,1
HNRNPF_PRPF4,HNRNPF,1,,PRPF4,1,,1,1,,,,,,,,,,
CDC25B_YWHAG,CDC25B,1,,YWHAG,1,,1,1,,1,1,,,,,,,1
ARCN1_SPTBN1,ARCN1,1,,SPTBN1,1,,1,1,1,,,,,,,,,
CDC45_CDC6,CDC45,1,,CDC6,1,,1,,,,,,,,,,,
TIMM17A_TIMM44,TIMM17A,,,TIMM44,1,,1,,,,,,,,,,,
CCNA1_RB1,CCNA1,1,,RB1,1,,1,,,,,,,,,,,
CDK1_CENPQ,CDK1,1,,CENPQ,1,,1,,,,,,,,,,,
E2F4_RB1,E2F4,1,,RB1,1,,1,1,,,1,,,,,,,
FOXO3_STK4,FOXO3,,,STK4,,,1,1,1,,,,,1,,1,,1
EIF5B_RPL7,EIF5B,,,RPL7,1,1,1,,,,,,,,,,,
EGFR_PRKCA,EGFR,1,,PRKCA,1,1,1,,,,1,,,,,1,,1
DDX56_GRWD1,DDX56,1,1,GRWD1,1,,1,1,,,,,,1,,,1,
EIF4A3_PPIH,EIF4A3,1,,PPIH,1,1,1,1,,,,1,,,,,1,1
DDX28_NOL10,DDX28,,,NOL10,,,1,1,1,,,1,,,,,,
CAV1_FLOT2,CAV1,1,,FLOT2,,,1,1,1,1,,,,,,,,
RFC3_TOP2A,RFC3,1,,TOP2A,1,,1,1,,,,,,,,1,,
NOL11_UTP14A,NOL11,1,,UTP14A,1,1,1,,,,,,,,,,,
CLASP2_KIF2A,CLASP2,,,KIF2A,1,,1,,,,,,,,,,,
IGF1R_YWHAH,IGF1R,1,1,YWHAH,1,,1,1,,1,,1,,1,,,,
APLF_PRKDC,APLF,1,,PRKDC,,,1,1,1,1,,,,,,1,,
RRP9_WDR36,RRP9,1,1,WDR36,1,,1,,,,,,,,,,,
HNRNPA1_KHDRBS1,HNRNPA1,1,1,KHDRBS1,,,1,1,1,,,,,,,1,1,
PWP2_WDR36,PWP2,1,1,WDR36,1,,1,,,,,,,1,,,,
MYH9_PAK2,MYH9,,,PAK2,1,,1,1,,,,,,1,,,,
FOSL1_MYC,FOSL1,1,,MYC,1,,1,,1,,1,1,,,,,,
ENTPD3_RRM2,ENTPD3,,,RRM2,1,,1,,,,,,,,1,,,
CCND1_RB1,CCND1,1,,RB1,1,,1,1,,,,,,,,,,1
BAZ1B_POLR1D,BAZ1B,,,POLR1D,1,1,1,,,,,1,,,,,,
NOP9_PDCD11,NOP9,1,,PDCD11,1,,1,,,,,,,,,,,
CENPQ_NUDC,CENPQ,1,,NUDC,1,,1,1,,,,,,,,1,,
CEP57_SCLT1,CEP57,1,,SCLT1,1,1,1,,,,,,,,,,,
RNF19A_UBE3A,RNF19A,,,UBE3A,,,1,,,,1,,,,,,,
PNPT1_RRM2,PNPT1,1,1,RRM2,1,,1,1,1,,,,,,1,1,,
FBXL4_RNF14,FBXL4,1,1,RNF14,,,1,,,,,,1,,,,,
HNRNPL_SNRNP70,HNRNPL,1,,SNRNP70,1,1,1,,1,,,1,,1,,,,
CTSL_HLA-DPB1,CTSL,,,HLA-DPB1,1,1,1,,,1,,,,,,,,
RNF123_RNF4,RNF123,,1,RNF4,,1,1,,1,,,,,1,,,,
CDKN1B_SFN,CDKN1B,1,1,SFN,1,1,1,,,1,,,1,,,1,,
RPL24_RPS8,RPL24,,,RPS8,1,1,1,,1,,,,,,,,,
ACTB_IRF1,ACTB,,1,IRF1,1,1,1,1,,,1,,,,,,1,1
PDCD11_UTP3,PDCD11,1,,UTP3,1,1,1,1,,,1,,,,,1,,1
BYSL_NOP14,BYSL,1,,NOP14,1,,1,1,,1,,1,,1,1,,,
BUB3_CDC20,BUB3,1,1,CDC20,1,,1,,,1,,1,,1,1,,,1
CSNK1D_PLK1,CSNK1D,1,,PLK1,1,1,1,,,,1,1,,1,,,1,
CDK1_CENPF,CDK1,1,,CENPF,1,,1,,,,,,,,,,,
ASB1_RNF144B,ASB1,1,1,RNF144B,1,,1,,,,,,,,,,,
DARS_KARS,DARS,1,,KARS,,,1,1,1,,,,,,,,,1
EIF4A3_SRSF1,EIF4A3,1,,SRSF1,1,1,1,1,,,1,1,,,,,1,1
DARS_EEF1E1,DARS,1,,EEF1E1,,,1,,,,,1,,,,,,1
SF1_SNRNP70,SF1,,,SNRNP70,1,1,1,,,,,1,,1,,1,,
CCNB2_INCENP,CCNB2,1,,INCENP,1,,1,1,1,,,,,,,,,
GNA15_GNAQ,GNA15,,1,GNAQ,1,1,1,1,,,,1,,,,,1,1
MAPK12_RALB,MAPK12,1,,RALB,,,1,,,,1,,,,,,,
HIST1H2BD_STAG1,HIST1H2BD,1,,STAG1,1,,1,1,,,,,,1,,,,
ALDH1A3_GSTA4,ALDH1A3,1,,GSTA4,,,1,1,,,,,,,,,,1
CEBPZ_RRP12,CEBPZ,1,,RRP12,1,,1,,1,,,,,,,,,
CDC27_PSME3,CDC27,1,,PSME3,,,1,,,,,1,,,,,,1
CCNB1_YWHAH,CCNB1,1,1,YWHAH,1,,1,,,,,,,,,,1,1
CKAP5_FGFR1OP,CKAP5,1,,FGFR1OP,1,,1,1,,,,,,,,,,
GRWD1_WDR36,GRWD1,1,,WDR36,1,,1,,,,,,,1,,,,
PLK1_PRC1,PLK1,1,1,PRC1,,,1,,,,,,,1,,1,,1
CDC6_MCM5,CDC6,1,,MCM5,1,,1,,,,,,,,,,,
COQ2_HSPA9,COQ2,1,,HSPA9,1,1,1,,,,,,,,,,,
CXXC1_WDR5,CXXC1,,,WDR5,1,1,1,,,,,,1,1,,1,,
CCNB2_CDC45,CCNB2,1,,CDC45,1,,1,1,1,,1,1,,,,,,
CCNB1_SFN,CCNB1,1,1,SFN,1,1,1,,,,,,,,,,,
GNAQ_PLA2G4A,GNAQ,1,1,PLA2G4A,1,,1,1,,,,,,,,,1,1
HIP1_SYNJ2,HIP1,1,,SYNJ2,1,1,1,1,,,1,,,,,,,
PCNA_POLE4,PCNA,1,1,POLE4,1,,1,,,,,,,1,,,,
SMAD3_SMURF2,SMAD3,1,,SMURF2,1,1,1,,,,,,,,,,,
ACTN4_SPTBN1,ACTN4,1,,SPTBN1,1,,1,1,1,,,,,,,,,
MRPS10_MRPS18B,MRPS10,,1,MRPS18B,1,1,1,,,,,,,1,1,,,
MCM7_PCNA,MCM7,1,,PCNA,1,1,1,,,,,,,,,,,
CPSF4_U2AF1,CPSF4,1,,U2AF1,,,1,1,1,,,,,,,,,1
MRPL37_MRPL49,MRPL37,,1,MRPL49,1,1,1,1,1,,,1,,,,1,,
GNL3L_KRI1,GNL3L,,,KRI1,1,,1,,,,,,,,,,,
ASB1_KLHL25,ASB1,1,1,KLHL25,1,,1,,,,,1,,,,,,
NOP58_RRP9,NOP58,1,,RRP9,1,1,1,1,,,,,,,,,,
MED22_PPARG,MED22,1,,PPARG,1,,1,1,1,,,,,,,,,1
KLHL21_RBBP6,KLHL21,,,RBBP6,,,1,1,1,,1,,,,,,,
ACTR2_HIP1,ACTR2,,1,HIP1,1,,1,1,,,1,,,,,,,1
RNF123_TRIM11,RNF123,,1,TRIM11,,1,1,,1,1,,,1,1,,1,,
NCOR2_THRB,NCOR2,1,,THRB,,,1,1,1,1,,1,,,,,,1
STX1A_UNC13B,STX1A,1,,UNC13B,,,1,1,,,,,,,,,,
HSPD1_SLC25A13,HSPD1,1,,SLC25A13,1,,1,1,,,,,,1,,,,1
EIF4A3_FIP1L1,EIF4A3,1,,FIP1L1,1,,1,1,,,,1,,1,,,1,1
NOC4L_RPS9,NOC4L,1,1,RPS9,1,1,1,,,,,,,1,,,,
F2R_MAPK3,F2R,1,,MAPK3,,1,1,,,,1,1,,,,,,
SKP2_SOCS1,SKP2,1,1,SOCS1,1,1,1,,,,,,,1,,,,
NOP58_RRP12,NOP58,1,,RRP12,1,,1,1,,,,,,,,,,
CENPQ_NUF2,CENPQ,1,,NUF2,1,,1,1,,,,,,,,1,,
CENPQ_MIS12,CENPQ,1,,MIS12,,,1,,,,,1,,,,,,
CHEK1_ORC1,CHEK1,1,1,ORC1,1,,1,,,,,,,,,,,
CDC6_E2F3,CDC6,1,,E2F3,1,,1,1,1,,1,,,,,,,
APP_NTSR1,APP,1,,NTSR1,,1,1,1,,,,,,1,1,1,1,1
KIF20A_KIF3B,KIF20A,1,,KIF3B,,,1,1,,,,,,,,,1,
ING2_MTA2,ING2,,,MTA2,1,,1,,,,,1,,,,,,
CD151_DST,CD151,1,,DST,1,,1,1,1,,,,,,,1,,1
RPL27A_RPL31,RPL27A,,1,RPL31,,1,1,,,,,,,,,,,
CCND1_ESR1,CCND1,1,,ESR1,1,1,1,1,,,,,,,,1,1,1
LAS1L_PELP1,LAS1L,,,PELP1,1,1,1,,,,,,,1,,,,
GNAO1_GNAQ,GNAO1,1,,GNAQ,1,1,1,1,1,,,1,,,,,,
CENPQ_MAD2L1,CENPQ,1,,MAD2L1,,,1,,,,,1,,,,,1,
CENPJ_CKAP5,CENPJ,1,,CKAP5,1,,1,,,,,,,,,,,
PPP1CC_SGO1,PPP1CC,1,1,SGO1,1,,1,,,1,,,,1,1,1,1,
IL20RB_IL22RA1,IL20RB,,,IL22RA1,,,1,1,1,1,,1,,1,1,,,1
CPSF4_SRSF2,CPSF4,1,,SRSF2,1,1,1,1,1,,,,,,,,,
C1GALT1_GALNT14,C1GALT1,,,GALNT14,,,1,,,,1,1,,1,,,1,1
RPL24_RPL27,RPL24,,,RPL27,1,1,1,,,,,,,,,,,
PELP1_PES1,PELP1,1,1,PES1,1,,1,,,,,,,,,,,
LPIN1_PRKCA,LPIN1,,,PRKCA,1,1,1,1,1,1,,1,,1,,,,1
RPS24_RPS27A,RPS24,,1,RPS27A,1,1,1,,1,,,,,,,,,
KIF20A_ZW10,KIF20A,1,,ZW10,,1,1,1,,,,,1,1,1,,,1
DCAF1_RNF123,DCAF1,,1,RNF123,,1,1,,1,,,1,,1,,,,
BUB3_CENPQ,BUB3,1,1,CENPQ,1,,1,,,,,,,,,1,,
MCM6_RB1,MCM6,1,,RB1,1,,1,1,,1,,,,,,,,
ASB6_CDC16,ASB6,1,,CDC16,1,1,1,1,,1,,1,,1,,,,1
GNA15_PRKCA,GNA15,,1,PRKCA,1,1,1,1,1,,,1,,,,,,
BCAS2_PRPF40A,BCAS2,,,PRPF40A,1,,1,,,,,,,1,,,,
RPL13A_RPL22,RPL13A,1,1,RPL22,,1,1,1,,,,,,,,,,
HSPG2_ITM2B,HSPG2,1,,ITM2B,,,1,1,,,,,,,,,,
AP2S1_UBB,AP2S1,,,UBB,1,1,1,1,,,,,,1,,,1,1
EIF5B_RPL6,EIF5B,,,RPL6,1,1,1,,,,,,,,,,,
CDC45_TOP2A,CDC45,1,,TOP2A,1,,1,1,,,,,,,,,,
DCN_FOSL1,DCN,,,FOSL1,1,,1,1,,,,1,1,,,,,
CARS_YARS,CARS,,,YARS,,1,1,,1,,1,,1,1,,1,1,
CKAP5_SGO1,CKAP5,1,,SGO1,1,,1,1,,,,,,,,1,,
NUP107_STAG1,NUP107,1,,STAG1,1,,1,1,,,,1,,,,,,
CSK_PXN,CSK,1,,PXN,1,,1,,,,,,,,,,,
PRKCQ_SRC,PRKCQ,1,,SRC,1,1,1,1,,,,1,,,,,,
SMARCA5_SUDS3,SMARCA5,1,1,SUDS3,,,1,,,,,1,,1,,,,
NCBP2_PHF5A,NCBP2,1,1,PHF5A,1,,1,1,1,,,,,,,,,1
CAPNS1_PTK2,CAPNS1,,,PTK2,1,,1,1,,1,,1,,1,,1,,
CPSF3_HNRNPA1,CPSF3,1,1,HNRNPA1,1,1,1,,,,,1,,,,,,
BCKDHB_OGDH,BCKDHB,,,OGDH,,,1,,1,,1,,,,,,,
POLR1D_RRS1,POLR1D,1,1,RRS1,1,,1,1,,,,,,,,,,
SLC25A12_TOMM40,SLC25A12,,,TOMM40,1,1,1,1,,,,1,,,,,,
ATM_XRCC3,ATM,1,,XRCC3,1,1,1,1,,,,,,1,,,1,1
RRP12_WDR36,RRP12,1,,WDR36,1,,1,,,,,,,,,,,
CHEK1_MCM8,CHEK1,1,1,MCM8,1,,1,,,,,,,,,1,,
BAMBI_FKBP1A,BAMBI,,,FKBP1A,1,1,1,1,1,,,1,1,1,1,,1,1
PLK1_SCLT1,PLK1,1,1,SCLT1,1,1,1,,,1,,,,,,,,
HSPD1_TIMM44,HSPD1,1,,TIMM44,1,,1,,1,,,1,,,,,,
EXOSC9_RRP9,EXOSC9,1,,RRP9,1,1,1,,,,,,,,,,,
SNAPC2_SNAPC4,SNAPC2,1,,SNAPC4,1,,1,,,,,,,,,,,
MIB2_SOCS1,MIB2,,1,SOCS1,1,1,1,1,1,,,,,,,,,
PARVB_PXN,PARVB,1,1,PXN,1,,1,,,,,,,1,1,1,1,1
CSTF2T_CSTF3,CSTF2T,,,CSTF3,,,1,,,,,,,,,,,
THOC3_THOC6,THOC3,,,THOC6,1,,1,1,1,,,,,,,,,
DOCK1_VAV2,DOCK1,1,,VAV2,,,1,1,1,,,,,,,,,
CHEK1_MCM2,CHEK1,1,1,MCM2,1,,1,,,,,,,,,,,
C17orf49_CECR2,C17orf49,,,CECR2,,,1,,,1,1,1,,1,,,,
SOCS1_UBE2Q2,SOCS1,1,1,UBE2Q2,1,,1,1,1,,,,,,,,,
CCNA1_ORC1,CCNA1,1,,ORC1,1,,1,,,,,,,,,,,1
GEMIN5_NUP205,GEMIN5,1,,NUP205,1,,1,,,,,,,,,,,
GNAO1_GNG5,GNAO1,1,,GNG5,1,1,1,1,1,,,,,,,,,
NAT10_POLR1B,NAT10,1,,POLR1B,1,,1,,1,,,,,,,,,
MAPK1_YWHAG,MAPK1,,,YWHAG,1,,1,1,,,1,,,,,,,
FZD2_GNB4,FZD2,1,,GNB4,,,1,,1,,,,1,1,,,,1
APEX1_PCNA,APEX1,1,,PCNA,1,1,1,,1,,,,,,,,,
HDAC5_HDAC9,HDAC5,,,HDAC9,1,,1,1,,,,,,,,,,
BYSL_IMP4,BYSL,1,,IMP4,1,,1,,,,,1,,1,,,,1
ERCC6L_SGO2,ERCC6L,1,,SGO2,1,,1,1,,,,,,,,,,
DSCC1_RFC5,DSCC1,,,RFC5,1,,1,,,,,,,,,1,,
ITGB1_PARVB,ITGB1,,1,PARVB,1,1,1,,,,,,,1,1,,1,1
BYSL_WDR36,BYSL,1,,WDR36,1,,1,,,,,1,,1,,,,
PAXX_XRCC4,PAXX,,,XRCC4,,,1,1,,,1,,,,,1,,
BAX_SFN,BAX,,,SFN,1,1,1,,,,,,,,,,,
NOL6_RPSA,NOL6,1,,RPSA,1,1,1,,,,,,,,,,,
EEF1A1_RPS27A,EEF1A1,1,1,RPS27A,1,1,1,1,1,,,,,,,1,,
CCP110_TUBG1,CCP110,1,,TUBG1,1,,1,,,1,,1,,,,,,1
PRPF4_SF3A2,PRPF4,1,,SF3A2,1,1,1,,,,,,,,,,,
TAF6_WDR5,TAF6,1,,WDR5,1,1,1,1,1,,,,,,1,1,1,1
CCNA2_DLGAP5,CCNA2,1,,DLGAP5,1,,1,,,,,,,,,,,
NCBP2_SNAPC2,NCBP2,1,1,SNAPC2,1,,1,,,,,,,,,,,
EIF5B_RPL11,EIF5B,,,RPL11,,,1,,1,,,,,,,,,
PCNA_POLR2D,PCNA,1,1,POLR2D,1,1,1,,,,,,,,,,,
FBXW5_FBXW8,FBXW5,,1,FBXW8,1,1,1,,,,,,,1,,,,
MRPL49_MRPL9,MRPL49,1,1,MRPL9,,1,1,1,1,,,1,,,,1,,
DMD_SRC,DMD,1,,SRC,1,1,1,1,1,,,,,,,,,
